video_id,view_count,like_count,comment_count,created_date,created_at
p9g3G_w8J9w,152323,4581,734,2024-02-06,2024-02-06 13:06:07.620344+00
3rO0voiGkKQ,113060,5027,790,2024-02-06,2024-02-06 13:06:07.620344+00
VYV8Lssp4HY,151756,4548,270,2024-02-06,2024-02-06 13:06:07.620344+00
hUcWLhLCBPk,222093,5636,222,2024-02-06,2024-02-06 13:06:07.620344+00
32kCmqZw2cs,451053,14453,946,2024-02-06,2024-02-06 13:06:07.620344+00
0mCHoDWOVic,308942,9063,471,2024-02-06,2024-02-06 13:06:07.620344+00
JBZ006zjDtc,261827,6001,204,2024-02-06,2024-02-06 13:06:07.620344+00
XRjv-8kEF1c,15544,981,52,2024-02-06,2024-02-06 13:06:07.620344+00
puZxv2so_vE,227208,4763,406,2024-02-06,2024-02-06 13:06:07.620344+00
faLxbjMw0DE,143499,2632,110,2024-02-06,2024-02-06 13:06:07.620344+00
5l2qqHXhdnU,178277,3792,156,2024-02-06,2024-02-06 13:06:07.620344+00
FakJq-g30dU,164605,3025,109,2024-02-06,2024-02-06 13:06:07.620344+00
OvUxwlnJrkc,81560,4607,2928,2024-02-06,2024-02-06 13:06:07.620344+00
32PyQ_AasBU,529895,15117,882,2024-02-06,2024-02-06 13:06:07.620344+00
PUMjDoaXrzU,195060,4506,153,2024-02-06,2024-02-06 13:06:07.620344+00
iGtkwgr4gHo,280737,2077,436,2024-02-06,2024-02-06 13:06:07.620344+00
ap8HT6-rejw,535320,12123,337,2024-02-06,2024-02-06 13:06:07.620344+00
sanhOJlUWyc,22014,695,26,2024-02-06,2024-02-06 13:06:07.620344+00
yGIxY39Fd44,149632,6315,106,2024-02-06,2024-02-06 13:06:07.620344+00
z0ejJmX9Vs8,174328,7788,171,2024-02-06,2024-02-06 13:06:07.620344+00
cUPKZbZub10,265726,15014,141,2024-02-06,2024-02-06 13:06:07.620344+00
bA8290ju-cw,94001,4216,88,2024-02-06,2024-02-06 13:06:07.620344+00
iquCQ1wnC2U,23853,1597,50,2024-02-06,2024-02-06 13:06:07.620344+00
yDjpd_HcbDs,72231,2875,288,2024-02-06,2024-02-06 13:06:07.620344+00
3dIIqnk3Ji8,42487,1988,57,2024-02-06,2024-02-06 13:06:07.620344+00
4QJFY9jlMlw,124008,4462,238,2024-02-06,2024-02-06 13:06:07.620344+00
S7JweCwDbw0,53975,3086,115,2024-02-06,2024-02-06 13:06:07.620344+00
ySs1EbHwMvw,12713,378,8,2024-02-06,2024-02-06 13:06:07.620344+00
2oJtL8nWfQM,217939,7879,380,2024-02-06,2024-02-06 13:06:07.620344+00
2ZQ4xdaBrM4,153714,6426,171,2024-02-06,2024-02-06 13:06:07.620344+00
DgZ2sgEZxpk,28972,1198,23,2024-02-06,2024-02-06 13:06:07.620344+00
OynuXW14En4,24581,1092,27,2024-02-06,2024-02-06 13:06:07.620344+00
vy25ksUvUnk,69913,4392,62,2024-02-06,2024-02-06 13:06:07.620344+00
Ogj-hqG6A-E,52472,2939,38,2024-02-06,2024-02-06 13:06:07.620344+00
stp9i_LxYhI,55903,3301,32,2024-02-06,2024-02-06 13:06:07.620344+00
-pqfrA6-diE,93595,4345,42,2024-02-06,2024-02-06 13:06:07.620344+00
t2Ilvk2fK80,103340,4786,45,2024-02-06,2024-02-06 13:06:07.620344+00
cxL80mi0sUE,179485,9082,100,2024-02-06,2024-02-06 13:06:07.620344+00
qGjM53kcXpo,115649,7013,71,2024-02-06,2024-02-06 13:06:07.620344+00
CNahKDukZ-8,129000,7139,53,2024-02-06,2024-02-06 13:06:07.620344+00
TdtXxenXU_s,132128,8510,98,2024-02-06,2024-02-06 13:06:07.620344+00
Q3oG-9dwFTg,136398,7846,62,2024-02-06,2024-02-06 13:06:07.620344+00
oJ0EVGQ6lQU,264341,17263,275,2024-02-06,2024-02-06 13:06:07.620344+00
32Neeq5BfKs,60430,4618,50,2024-02-06,2024-02-06 13:06:07.620344+00
cUqeJGG1qiY,170360,8198,73,2024-02-06,2024-02-06 13:06:07.620344+00
sMnxzd64_aI,170601,10881,64,2024-02-06,2024-02-06 13:06:07.620344+00
ytQ2APMUpfo,307224,19360,93,2024-02-06,2024-02-06 13:06:07.620344+00
n5FJ4tj58RI,261229,14853,89,2024-02-06,2024-02-06 13:06:07.620344+00
paFqLILAsiQ,13044,649,46,2024-02-06,2024-02-06 13:06:07.620344+00
zMVqSMRGY5g,12515,625,48,2024-02-06,2024-02-06 13:06:07.620344+00
ifWgAX9lgdQ,7740,215,4,2024-02-06,2024-02-06 13:06:07.620344+00
-MD5ijB0bDM,91970,2099,31,2024-02-06,2024-02-06 13:06:07.620344+00
O_ADTtlYEwE,152042,3781,29,2024-02-06,2024-02-06 13:06:07.620344+00
-dEIM_SvQso,67290,2187,22,2024-02-06,2024-02-06 13:06:07.620344+00
1fvnvntixHY,214860,5533,332,2024-02-06,2024-02-06 13:06:07.620344+00
Dib3ysj7Ae8,212180,5235,309,2024-02-06,2024-02-06 13:06:07.620344+00
znEyptOs-NE,180876,4624,264,2024-02-06,2024-02-06 13:06:07.620344+00
UrLhTCgH5d0,212712,6025,424,2024-02-06,2024-02-06 13:06:07.620344+00
cJ7Zb4wQ1bU,240406,6694,290,2024-02-06,2024-02-06 13:06:07.620344+00
LmXCIpP1Q4M,202663,5093,155,2024-02-06,2024-02-06 13:06:07.620344+00
EVTgPSjQTQQ,21898,355,11,2024-02-06,2024-02-06 13:06:07.620344+00
pP5j-f99mFA,191700,6701,368,2024-02-06,2024-02-06 13:06:07.620344+00
KbHcUMiz6dM,163094,4755,139,2024-02-06,2024-02-06 13:06:07.620344+00
ppwS70bL-jw,270535,6562,212,2024-02-06,2024-02-06 13:06:07.620344+00
_49p1tdSBrU,236480,6915,566,2024-02-06,2024-02-06 13:06:07.620344+00
FdvgmHq3P-g,235127,8080,451,2024-02-06,2024-02-06 13:06:07.620344+00
ePCP-lOcutM,299889,7501,579,2024-02-06,2024-02-06 13:06:07.620344+00
wMTFum1C9ik,283202,18651,459,2024-02-06,2024-02-06 13:06:07.620344+00
g57fw0oN53g,248153,9878,535,2024-02-06,2024-02-06 13:06:07.620344+00
u-RLQaiX3uU,297351,14681,472,2024-02-06,2024-02-06 13:06:07.620344+00
bN9-Anz_hRk,268338,10226,604,2024-02-06,2024-02-06 13:06:07.620344+00
2QtJFPmEjYI,21673,645,11,2024-02-06,2024-02-06 13:06:07.620344+00
RKCQsSN7YVI,228932,8092,436,2024-02-06,2024-02-06 13:06:07.620344+00
EKu2om_DgwE,274450,6891,539,2024-02-06,2024-02-06 13:06:07.620344+00
tP6FmzUmdjw,383973,8771,822,2024-02-06,2024-02-06 13:06:07.620344+00
WORlWHhFePg,383758,10717,806,2024-02-06,2024-02-06 13:06:07.620344+00
8qU-8DW_aME,167170,4132,217,2024-02-06,2024-02-06 13:06:07.620344+00
WdMSw3g1cHQ,30111,383,19,2024-02-06,2024-02-06 13:06:07.620344+00
G-syKBDtFOY,283269,7632,559,2024-02-06,2024-02-06 13:06:07.620344+00
d4w6-W0laa8,330525,9759,723,2024-02-06,2024-02-06 13:06:07.620344+00
dABXZOEahfo,333820,16438,1633,2024-02-06,2024-02-06 13:06:07.620344+00
mex5kJe4OkM,196411,5346,395,2024-02-06,2024-02-06 13:06:07.620344+00
YT75c4_PAuU,646036,28599,1853,2024-02-06,2024-02-06 13:06:07.620344+00
OUjDh7d64uo,6459279,220881,20428,2024-02-06,2024-02-06 13:06:07.620344+00
FAMBuNFRy-Y,2600348,9513,410,2024-02-06,2024-02-06 13:06:07.620344+00
g967RQTd45k,169553,4732,164,2024-02-06,2024-02-06 13:06:07.620344+00
JBhLQeau__0,53028,1033,47,2024-02-06,2024-02-06 13:06:07.620344+00
N7u8BZsVb0o,118576,2903,124,2024-02-06,2024-02-06 13:06:07.620344+00
MGhM4lxlewI,1399547,21911,1309,2024-02-06,2024-02-06 13:06:07.620344+00
4agkiW0cJx8,355198,6731,208,2024-02-06,2024-02-06 13:06:07.620344+00
h2BLZGnf6Go,97461,1994,42,2024-02-06,2024-02-06 13:06:07.620344+00
EAkTbu3S5gg,93758,2819,134,2024-02-06,2024-02-06 13:06:07.620344+00
aB3uCB2s-2Q,280211,7148,220,2024-02-06,2024-02-06 13:06:07.620344+00
nFsFrK6TdwY,43481,1423,72,2024-02-06,2024-02-06 13:06:07.620344+00
ickj4DT5S3U,4112000,63158,1962,2024-02-06,2024-02-06 13:06:07.620344+00
B4lGq6Dv4kM,249719,5832,61,2024-02-06,2024-02-06 13:06:07.620344+00
phyJXpHaveQ,514136,12446,177,2024-02-06,2024-02-06 13:06:07.620344+00
3euBIbx_ivI,38569,1572,429,2024-02-06,2024-02-06 13:06:07.620344+00
YPcByPqPpOg,169788,3325,132,2024-02-06,2024-02-06 13:06:07.620344+00
MBTfhZysYh4,154969,3908,159,2024-02-06,2024-02-06 13:06:07.620344+00
lL3JRKsW5rc,292971,7454,272,2024-02-06,2024-02-06 13:06:07.620344+00
0CYypB9hKHw,39649,1604,35,2024-02-06,2024-02-06 13:06:07.620344+00
JWYNptUogU8,4494165,55286,2606,2024-02-06,2024-02-06 13:06:07.620344+00
vJ9MMw_-liM,26240,660,46,2024-02-06,2024-02-06 13:06:07.620344+00
PBo5BfcW27o,25215,784,49,2024-02-06,2024-02-06 13:06:07.620344+00
ZD528cJKHF4,470069,19578,656,2024-02-06,2024-02-06 13:06:07.620344+00
IovxDqtD79A,87305,1321,102,2024-02-06,2024-02-06 13:06:07.620344+00
pDgLimo4e6o,644863,31849,1318,2024-02-06,2024-02-06 13:06:07.620344+00
_ci85xyh2NU,45394,1007,60,2024-02-06,2024-02-06 13:06:07.620344+00
e95se69OIwc,39650,875,32,2024-02-06,2024-02-06 13:06:07.620344+00
m1RcNtwlnbE,40954,1705,42,2024-02-06,2024-02-06 13:06:07.620344+00
uH0cF-KvJp0,53331,1237,75,2024-02-06,2024-02-06 13:06:07.620344+00
5ENOd23N7vw,26390,718,35,2024-02-06,2024-02-06 13:06:07.620344+00
3s2ElAG7XaU,32153,760,55,2024-02-06,2024-02-06 13:06:07.620344+00
SES4xruQ4gM,33626,1011,130,2024-02-06,2024-02-06 13:06:07.620344+00
2v4zzq2hsG0,36138,940,40,2024-02-06,2024-02-06 13:06:07.620344+00
Ib9c5e053Ck,35891,1388,22,2024-02-06,2024-02-06 13:06:07.620344+00
t6TaPkx3Riw,49729,2008,34,2024-02-06,2024-02-06 13:06:07.620344+00
neS-ChYZAVI,14896,704,23,2024-02-06,2024-02-06 13:06:07.620344+00
nOoDaDVyfto,521629,7740,249,2024-02-06,2024-02-06 13:06:07.620344+00
EJjJ8abzihU,13308,696,42,2024-02-06,2024-02-06 13:06:07.620344+00
NTqJO1ydqlA,16826,770,84,2024-02-06,2024-02-06 13:06:07.620344+00
7nKk1K9YaX4,90963,3789,130,2024-02-06,2024-02-06 13:06:07.620344+00
F2DaLFor9lY,21069,866,26,2024-02-06,2024-02-06 13:06:07.620344+00
iAPgd32vdao,327672,6167,143,2024-02-06,2024-02-06 13:06:07.620344+00
NpNjn5JYAOo,444489,7466,194,2024-02-06,2024-02-06 13:06:07.620344+00
1UM9OoHgYGM,229986,7107,117,2024-02-06,2024-02-06 13:06:07.620344+00
cKE0KC8Bpwc,966118,35421,336,2024-02-06,2024-02-06 13:06:07.620344+00
CBOzrKWouwk,541593,8804,253,2024-02-06,2024-02-06 13:06:07.620344+00
9-f4r7hIloc,699298,10653,502,2024-02-06,2024-02-06 13:06:07.620344+00
3o_wUegrhc0,873219,33755,2272,2024-02-06,2024-02-06 13:06:07.620344+00
qQEcPU52Meo,291317,4991,105,2024-02-06,2024-02-06 13:06:07.620344+00
c1LvRgRfc08,440627,6525,168,2024-02-06,2024-02-06 13:06:07.620344+00
UMMKwpAvJrA,402900,6046,161,2024-02-06,2024-02-06 13:06:07.620344+00
rfRLTvVRlkQ,503498,7118,187,2024-02-06,2024-02-06 13:06:07.620344+00
Rg5ydBaG9t4,288260,8229,74,2024-02-06,2024-02-06 13:06:07.620344+00
q8ezmMqy9fs,1015008,31479,77,2024-02-06,2024-02-06 13:06:07.620344+00
aoKCy2oQbmw,502373,8587,331,2024-02-06,2024-02-06 13:06:07.620344+00
1DfpQzkOCLM,422508,5248,180,2024-02-06,2024-02-06 13:06:07.620344+00
0hZa8kapqOA,462138,6009,192,2024-02-06,2024-02-06 13:06:07.620344+00
aYm9H-xr6WE,371524,5647,216,2024-02-06,2024-02-06 13:06:07.620344+00
w0aZZrm7S3U,410090,6608,180,2024-02-06,2024-02-06 13:06:07.620344+00
h5LYJgH2W2s,460185,7569,308,2024-02-06,2024-02-06 13:06:07.620344+00
Vz5an35uUec,381289,9978,413,2024-02-06,2024-02-06 13:06:07.620344+00
ZpjuYttFD8s,93702,2659,9,2024-02-06,2024-02-06 13:06:07.620344+00
fdWt6UT0j_A,463616,8166,245,2024-02-06,2024-02-06 13:06:07.620344+00
AxIt7svHEnU,66885,5041,42,2024-02-06,2024-02-06 13:06:07.620344+00
zDg1NtLiHzM,253077,7744,63,2024-02-06,2024-02-06 13:06:07.620344+00
eaRX1GxxNcY,210246,7498,63,2024-02-06,2024-02-06 13:06:07.620344+00
T7X5SJI67N8,44208,803,9,2024-02-06,2024-02-06 13:06:07.620344+00
xyiXberbsO8,45291,1337,9,2024-02-06,2024-02-06 13:06:07.620344+00
UMwa2wxTquo,173097,5851,34,2024-02-06,2024-02-06 13:06:07.620344+00
OcRxg4Uo_1k,82205,2590,47,2024-02-06,2024-02-06 13:06:07.620344+00
a5TVUncC4es,104161,3791,61,2024-02-06,2024-02-06 13:06:07.620344+00
uMXbiVWjY9I,210802,5396,39,2024-02-06,2024-02-06 13:06:07.620344+00
OZ_z382slbk,239974,6134,38,2024-02-06,2024-02-06 13:06:07.620344+00
zO1HYlVzi_I,249817,8210,155,2024-02-06,2024-02-06 13:06:07.620344+00
OYZ6yn8fzSM,395399,10814,95,2024-02-06,2024-02-06 13:06:07.620344+00
PVMZrb8fGM0,551647,7895,145,2024-02-06,2024-02-06 13:06:07.620344+00
UFIJRI-tkj8,114130,2851,13,2024-02-06,2024-02-06 13:06:07.620344+00
CKYTTaeitj8,153557,2643,18,2024-02-06,2024-02-06 13:06:07.620344+00
0sFo7M2aF5g,212506,3543,10,2024-02-06,2024-02-06 13:06:07.620344+00
b0ELWYlASxU,221886,5028,11,2024-02-06,2024-02-06 13:06:07.620344+00
hbBKukZ5YuY,188824,4596,7,2024-02-06,2024-02-06 13:06:07.620344+00
jCHIAEVHkac,139235,3746,20,2024-02-06,2024-02-06 13:06:07.620344+00
b6mn42kbmJQ,269456,6528,577,2024-02-06,2024-02-06 13:06:07.620344+00
jqHhaSqBGb8,313842,3547,111,2024-02-06,2024-02-06 13:06:07.620344+00
0-9EHrzLDmY,21853,707,16,2024-02-06,2024-02-06 13:06:07.620344+00
3RkyDhpmhGg,168432,4080,315,2024-02-06,2024-02-06 13:06:07.620344+00
I5kGmjOgNUQ,248055,2983,127,2024-02-06,2024-02-06 13:06:07.620344+00
vdcKtsruwC0,213776,3142,150,2024-02-06,2024-02-06 13:06:07.620344+00
p787T6k7re0,254250,3739,195,2024-02-06,2024-02-06 13:06:07.620344+00
6cJBsap-cJk,97844,2010,134,2024-02-06,2024-02-06 13:06:07.620344+00
D5QDpUtu9C0,186164,3157,162,2024-02-06,2024-02-06 13:06:07.620344+00
WhAriIyd7OI,61778,1524,103,2024-02-06,2024-02-06 13:06:07.620344+00
J5oM2VLHFsE,256551,4298,165,2024-02-06,2024-02-06 13:06:07.620344+00
myGjmW1nNWk,93883,3160,18,2024-02-06,2024-02-06 13:06:07.620344+00
DT1SIv-mN94,515431,6207,360,2024-02-06,2024-02-06 13:06:07.620344+00
U8lI6aVDa8A,456583,5112,179,2024-02-06,2024-02-06 13:06:07.620344+00
w75EaycgV6M,612927,8912,1646,2024-02-06,2024-02-06 13:06:07.620344+00
2bqRVGJpvqo,668336,6817,269,2024-02-06,2024-02-06 13:06:07.620344+00
r3qEw-w_WbU,371933,5513,224,2024-02-06,2024-02-06 13:06:07.620344+00
2WvBGRNKEhk,407482,5928,255,2024-02-06,2024-02-06 13:06:07.620344+00
SOj-pWL7X5c,65867,1752,100,2024-02-06,2024-02-06 13:06:07.620344+00
zHBfWa6YTl8,82593,1695,75,2024-02-06,2024-02-06 13:06:07.620344+00
doodbY9kaTw,103004,2573,99,2024-02-06,2024-02-06 13:06:07.620344+00
GBus_M3lB6E,485059,6923,573,2024-02-06,2024-02-06 13:06:07.620344+00
LwY8TFXs2_o,1649060,19015,2410,2024-02-06,2024-02-06 13:06:07.620344+00
4aZN7wiN7D4,631444,6509,288,2024-02-06,2024-02-06 13:06:07.620344+00
x0D7J2zKH4Y,293685,3618,204,2024-02-06,2024-02-06 13:06:07.620344+00
HUtamvIzN8M,353132,6574,337,2024-02-06,2024-02-06 13:06:07.620344+00
SfWSTZK1Axk,40066,1293,36,2024-02-06,2024-02-06 13:06:07.620344+00
6VDtmspOcVc,26599,847,10,2024-02-06,2024-02-06 13:06:07.620344+00
kHct5iVxy7k,38475,1424,35,2024-02-06,2024-02-06 13:06:07.620344+00
VbBbXudkjNM,100026,2440,123,2024-02-06,2024-02-06 13:06:07.620344+00
uvlzyKitoKE,487926,17378,242,2024-02-06,2024-02-06 13:06:07.620344+00
0nYAi4GzKHk,51806,1537,25,2024-02-06,2024-02-06 13:06:07.620344+00
TIpyU0Tm4Zo,93436,2779,48,2024-02-06,2024-02-06 13:06:07.620344+00
9SF1ldd5DsE,65702,1791,22,2024-02-06,2024-02-06 13:06:07.620344+00
tc1tZ7_4jLY,80613,2363,36,2024-02-06,2024-02-06 13:06:07.620344+00
WMOIvo0exd8,66732,1518,22,2024-02-06,2024-02-06 13:06:07.620344+00
X7tRaHk4HhY,783568,25243,191,2024-02-06,2024-02-06 13:06:07.620344+00
k2vPjF-W56E,114244,7452,289,2024-02-06,2024-02-06 13:06:07.620344+00
bjZCJ1rlCqc,53704,1571,43,2024-02-06,2024-02-06 13:06:07.620344+00
rLQbEFgIzp0,182474,2257,91,2024-02-06,2024-02-06 13:06:07.620344+00
XjglbWYC3iM,263499,9542,1310,2024-02-06,2024-02-06 13:06:07.620344+00
n5d_8KWrWyk,76746,1069,76,2024-02-06,2024-02-06 13:06:07.620344+00
FKCdqC7AwTQ,28063,446,9,2024-02-06,2024-02-06 13:06:07.620344+00
UwLtLptP6jg,48640,849,48,2024-02-06,2024-02-06 13:06:07.620344+00
1vsozDwYd-o,146887,4203,174,2024-02-06,2024-02-06 13:06:07.620344+00
GhuHOu-7iq8,138981,2163,76,2024-02-06,2024-02-06 13:06:07.620344+00
W2D7MxS6xA4,213417,9190,109,2024-02-06,2024-02-06 13:06:07.620344+00
DXRJgEEWCC8,96357,3164,135,2024-02-06,2024-02-06 13:06:07.620344+00
osIZWf7Gbos,59453,1202,60,2024-02-06,2024-02-06 13:06:07.620344+00
bLolROQOxUw,107719,2801,112,2024-02-06,2024-02-06 13:06:07.620344+00
7udi4_8fj-c,147465,3879,117,2024-02-06,2024-02-06 13:06:07.620344+00
RDZz38d4CKE,234395,3459,148,2024-02-06,2024-02-06 13:06:07.620344+00
FlmTHZMMQBo,112544,1979,95,2024-02-06,2024-02-06 13:06:07.620344+00
twVyack3hy4,151661,2988,101,2024-02-06,2024-02-06 13:06:07.620344+00
R91OLAMggYI,150459,3798,114,2024-02-06,2024-02-06 13:06:07.620344+00
sGm_EBuVjbQ,58666,1192,82,2024-02-06,2024-02-06 13:06:07.620344+00
UnStfqf1ENg,67654,1322,44,2024-02-06,2024-02-06 13:06:07.620344+00
6z4-h8K-W00,132614,2002,84,2024-02-06,2024-02-06 13:06:07.620344+00
lWDqennmIS0,8070,,1,2024-02-06,2024-02-06 13:06:07.620344+00
fXirCaODVE8,74351,1666,91,2024-02-06,2024-02-06 13:06:07.620344+00
eLZA5o9kuhQ,125512,2828,201,2024-02-06,2024-02-06 13:06:07.620344+00
IY26qLlU-iU,152137,3018,196,2024-02-06,2024-02-06 13:06:07.620344+00
kIFxuYvWfTM,411673,6188,458,2024-02-06,2024-02-06 13:06:07.620344+00
X48KgFT5RYo,366309,7201,343,2024-02-06,2024-02-06 13:06:07.620344+00
-D4NVnsDfrM,72299,1396,193,2024-02-06,2024-02-06 13:06:07.620344+00
C5X0I6l9lTk,87283,1962,129,2024-02-06,2024-02-06 13:06:07.620344+00
Bl2DDB7Q8ew,86167,2601,24,2024-02-06,2024-02-06 13:06:07.620344+00
ysauP37oK7E,198698,4123,242,2024-02-06,2024-02-06 13:06:07.620344+00
J-oQEzC6zAc,233607,5130,267,2024-02-06,2024-02-06 13:06:07.620344+00
D9wei4IjcZk,281196,7643,314,2024-02-06,2024-02-06 13:06:07.620344+00
AFvPBR5uubw,220493,4042,195,2024-02-06,2024-02-06 13:06:07.620344+00
stZJzUBfu4I,259721,6218,428,2024-02-06,2024-02-06 13:06:07.620344+00
4oyZCXKBphs,469008,19736,1157,2024-02-06,2024-02-06 13:06:07.620344+00
xFN6frwm0-w,9902,274,3,2024-02-06,2024-02-06 13:06:07.620344+00
7cFGYw00iLA,273214,6409,325,2024-02-06,2024-02-06 13:06:07.620344+00
__TFwxRqG6k,372598,8700,510,2024-02-06,2024-02-06 13:06:07.620344+00
TNY7cKi7OzQ,100311,2217,211,2024-02-06,2024-02-06 13:06:07.620344+00
7klfZjGOMT8,521035,9280,488,2024-02-06,2024-02-06 13:06:07.620344+00
SqS05qfxNts,651373,14691,955,2024-02-06,2024-02-06 13:06:07.620344+00
pTY_EuZ2j0I,275173,6581,352,2024-02-06,2024-02-06 13:06:07.620344+00
-sb7LfMlJZg,609563,11927,634,2024-02-06,2024-02-06 13:06:07.620344+00
TkptYAq3gww,203803,3747,79,2024-02-06,2024-02-06 13:06:07.620344+00
Q_Ib6zx3pes,24816,618,5,2024-02-06,2024-02-06 13:06:07.620344+00
h5dieRI1puM,409730,6557,404,2024-02-06,2024-02-06 13:06:07.620344+00
0NXYX55eDag,79331,1958,110,2024-02-06,2024-02-06 13:06:07.620344+00
I4BNfITiS30,44974,1222,10,2024-02-06,2024-02-06 13:06:07.620344+00
msQyVIXU_WI,9170,303,15,2024-02-06,2024-02-06 13:06:07.620344+00
SvYLcke-EZw,30570,885,11,2024-02-06,2024-02-06 13:06:07.620344+00
TmEATsz08SE,21303,773,11,2024-02-06,2024-02-06 13:06:07.620344+00
xmxIMvlCSQ8,26428,1007,13,2024-02-06,2024-02-06 13:06:07.620344+00
OdOATNDEnAY,52830,2164,50,2024-02-06,2024-02-06 13:06:07.620344+00
sqjJUzUE4pk,34915,1040,21,2024-02-06,2024-02-06 13:06:07.620344+00
CW-lW6Rjwns,109529,4052,60,2024-02-06,2024-02-06 13:06:07.620344+00
vaJLDKi085M,51727,1498,18,2024-02-06,2024-02-06 13:06:07.620344+00
frb5waff7pM,984521,32690,111,2024-02-06,2024-02-06 13:06:07.620344+00
lD4qGe12ttI,83582,1540,26,2024-02-06,2024-02-06 13:06:07.620344+00
i0elULM5Znc,125020,2787,36,2024-02-06,2024-02-06 13:06:07.620344+00
LfC-7Z7OtLs,37914,1300,24,2024-02-06,2024-02-06 13:06:07.620344+00
_rJ02yu9mcw,43041,1163,13,2024-02-06,2024-02-06 13:06:07.620344+00
RBIN7gIAWco,16716,477,6,2024-02-06,2024-02-06 13:06:07.620344+00
wMhLwQT1ZGw,41479,1066,18,2024-02-06,2024-02-06 13:06:07.620344+00
M6tj7jG6pdM,737745,33309,346,2024-02-06,2024-02-06 13:06:07.620344+00
p4sOfEbhvXY,62024,4144,28,2024-02-06,2024-02-06 13:06:07.620344+00
1ym3eV0Dm9Q,68175,1164,23,2024-02-06,2024-02-06 13:06:07.620344+00
jQGepcVrJVs,141584,2559,136,2024-02-06,2024-02-06 13:06:07.620344+00
mTh3W14Ay2Q,405441,8019,88,2024-02-06,2024-02-06 13:06:07.620344+00
JitMcN-vym4,736717,28709,124,2024-02-06,2024-02-06 13:06:07.620344+00
O94i3ZSCYno,318975,3072,111,2024-02-06,2024-02-06 13:06:07.620344+00
Jnxu--hphmI,463697,5807,494,2024-02-06,2024-02-06 13:06:07.620344+00
jForyjLavpU,192220,2359,60,2024-02-06,2024-02-06 13:06:07.620344+00
qhJFKlNLZuc,65007,1776,57,2024-02-06,2024-02-06 13:06:07.620344+00
fcEbYVpt39o,52774,1432,12,2024-02-06,2024-02-06 13:06:07.620344+00
6iaeiUlYt64,903333,14462,625,2024-02-06,2024-02-06 13:06:07.620344+00
thApHgyLvhc,153331,4239,6085,2024-02-06,2024-02-06 13:06:07.620344+00
ShPRoZGyGXY,173185,2652,2415,2024-02-06,2024-02-06 13:06:07.620344+00
c_dKktABPAQ,272382,5133,403,2024-02-06,2024-02-06 13:06:07.620344+00
oU5XjBnKkqE,267323,2017,562,2024-02-06,2024-02-06 13:06:07.620344+00
Nb5v0xbjDoQ,333277,5554,13552,2024-02-06,2024-02-06 13:06:07.620344+00
J1Wzr4r7SxQ,141160,2772,13493,2024-02-06,2024-02-06 13:06:07.620344+00
BNIzMqp863A,343044,4916,152,2024-02-06,2024-02-06 13:06:07.620344+00
iZrBHsUIaXU,238873,5825,267,2024-02-06,2024-02-06 13:06:07.620344+00
xbk3JOT9ePs,154074,2113,5661,2024-02-06,2024-02-06 13:06:07.620344+00
SPGF9Axq2bU,133287,3876,21377,2024-02-06,2024-02-06 13:06:07.620344+00
pMJaCzKmNug,140285,2276,63,2024-02-06,2024-02-06 13:06:07.620344+00
4AemtPbAYbQ,56964,1165,7,2024-02-06,2024-02-06 13:06:07.620344+00
jU20qP4mkFQ,65059,3326,21,2024-02-06,2024-02-06 13:06:07.620344+00
Pw1xoqOFRLg,556097,6625,368,2024-02-06,2024-02-06 13:06:07.620344+00
RL_X9Ietf1I,178343,2444,66,2024-02-06,2024-02-06 13:06:07.620344+00
jZifldM5Kvw,404414,5181,446,2024-02-06,2024-02-06 13:06:07.620344+00
yAI4u53tUvI,285794,4116,232,2024-02-06,2024-02-06 13:06:07.620344+00
Thyog3H5tCU,41995,1018,11,2024-02-06,2024-02-06 13:06:07.620344+00
lBCDutAPRjQ,44985,1404,61,2024-02-06,2024-02-06 13:06:07.620344+00
fqnk0vDcYZ8,14301,491,41,2024-02-06,2024-02-06 13:06:07.620344+00
72ubVlKL-LE,27482,1065,12,2024-02-06,2024-02-06 13:06:07.620344+00
KqyZ2IuJTjU,184336,4110,81,2024-02-06,2024-02-06 13:06:07.620344+00
VVjsupZGLAs,328793,4677,95,2024-02-06,2024-02-06 13:06:07.620344+00
vyM6Vf_86w8,102934,2103,43,2024-02-06,2024-02-06 13:06:07.620344+00
hLIX0sJvzfQ,284160,12057,752,2024-02-06,2024-02-06 13:06:07.620344+00
g_MracvRbMs,746832,12226,556,2024-02-06,2024-02-06 13:06:07.620344+00
Cl-0s2Fyxpo,170989,3493,227,2024-02-06,2024-02-06 13:06:07.620344+00
DpHT0jjVjRU,400710,5020,263,2024-02-06,2024-02-06 13:06:07.620344+00
1zyc0-eHjwE,311654,6131,514,2024-02-06,2024-02-06 13:06:07.620344+00
GvYCtt0LYgI,92876,1830,46,2024-02-06,2024-02-06 13:06:07.620344+00
_4hw3NDog7M,85370,1996,101,2024-02-06,2024-02-06 13:06:07.620344+00
CLtsuLGzBgI,121720,2043,53,2024-02-06,2024-02-06 13:06:07.620344+00
W8YesZU3oW0,160056,2359,115,2024-02-06,2024-02-06 13:06:07.620344+00
nK22eFyNvOg,251361,6349,357,2024-02-06,2024-02-06 13:06:07.620344+00
NXaC2lHzHVc,449082,4747,119,2024-02-06,2024-02-06 13:06:07.620344+00
KI17E5Pbi1M,234337,3485,124,2024-02-06,2024-02-06 13:06:07.620344+00
